year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2012,29180,90,13.79,%,Crude Prevalence,379407,88009.16892,64218.42417,25229.55385,36644.5834,55403.1026,23.93299356,0.000729749,87.98328012,14931.00917,76618.80246,51372.91158,37285.46115,0.003507309,121640.3,1911.880306,57884.95214,2838.054119,11809.70083,9847.975,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2014,29180,86,14.48,%,Crude Prevalence,400416,93563.769,69187.223,26426.358,39300.62024,61245.123,21.92079481,0,79.39352786,6430.042143,86399.058,49307.107,34548.15452,0.002858624,109107.4966,2264.761279,65615.80393,2535.15479,11127.19917,10642.20333,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2018,29180,128,21.37,%,Crude Prevalence,418255,104507.246,64955.90879,25794.542,41708.21153,61352.34295,32.1398447,0.00741,65.23359712,6925.268416,93497.999,58535.06293,33659.96542,0.003004969,112124.066,2342.345547,47740.34331,2073.975006,14136.49287,14905.44674,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2019,29180,135,25.58,%,Crude Prevalence,419382,107613.605,65195.74065,26235.106,40755.34109,61578.63591,33.939877,0.00922,62.09233032,6947.842625,91918.146,58742.27366,34086.82596,0.003061122,112229.6606,2330.912403,41207.20564,1881.037416,14174.42944,14944.40792,0.301658163,,490107,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2020,29180,132,23.5,%,Crude Prevalence,418423,107865.783,60783.1495,24796.254,37747.54071,63532.22259,36.13753941,0.0095,62.66318023,6985.365171,92315.315,59178.70246,33972.20594,0.003079797,111607.7905,2356.648576,33582.00229,1878.135328,15746.52659,17093.49226,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2021,29180,164,27.24,%,Crude Prevalence,419377,105419.709,73152.1328,24079.98,29735.96407,67721.84553,36.4340815,0.0099,60.50546773,6092.900288,89185.548,66812.85209,34052.5104,0.003235961,111398.1617,2424.527267,29038.56008,1883.901357,15568.33492,17290.2966,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2022,29180,122,25.07,%,Crude Prevalence,420768,120825.432,70805.566,22739.205,28985.57292,73030.82872,38.9374373,0.01068,59.1906567,5310.446833,104061.136,70614.417,36712.16196,0.003171176,111200.4237,2587.046994,31775.5551,1892.345002,15739.52525,19059.3411,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
2011,29340,113,17.98,%,Crude Prevalence,225235,56256.25082,41066.58322,12199.27868,19778.59982,27811.43715,17.538146,0.000212509,53.619971,4096.408,51898.46149,29751.56841,26166.70108,0.001733736,63709.238,880.426907,39853.48525,0,9453.582222,8263.772222,,,,,1865.777304,0.334842428,,,,,,
2013,29620,147,20.49,%,Crude Prevalence,465138,114084.767,72701.798,20325.241,30895.72885,62895.68,14.82427502,0.002467082,42.29267101,8389.879917,83643.74,48262.772,26914.37837,0.003629583,118164.6438,2599.438825,46322.801,1936.362709,18318.11222,18594.08111,,,,,4405.196934,0.200122466,,,,,,
2016,29620,139,20.35,%,Crude Prevalence,470458,116036.241,64424.705,19086.495,32346.86571,78128.921,15.27888283,0.01029,39.7513776,7531.278983,76882.311,48618.648,30374.85111,0.003697691,119722.8281,2359.342516,42371.63837,1797.659303,18112.84778,19072.42444,,,,,4405.196934,0.200122466,,,,,,
2017,29620,136,23.71,%,Crude Prevalence,472276,118771.034,63323.3622,19494.871,32582.78564,81815.56068,16.07653404,0.01105,40.00908546,6973.603912,77815.314,51600.82657,30299.9681,0.003737146,120054.8385,2317.58205,33258.69807,1871.57773,18812.02579,19272.00483,,,,,4405.196934,0.200122466,,,,,,
2018,29620,147,23.36,%,Crude Prevalence,475099,118891.692,65893.95223,18944.324,32937.24935,85164.58311,16.98473596,0.01205,41.40112338,6724.172089,82627.112,59821.98618,31629.00266,0.003733913,120714.3678,2335.431652,24589.31534,1883.664251,21624.33637,22259.61157,,,,,4405.196934,0.200122466,,,,,,
2019,29620,136,22.63,%,Crude Prevalence,477656,124492.438,66385.91824,17962.842,32374.28318,85811.88533,19.40533361,0.01284,41.86604519,6800.96829,80197.677,60269.58071,31769.06342,0.003754295,121239.5628,2610.99268,22162.762,2106.944658,21742.70604,22379.95975,,,,,4405.196934,0.200122466,,,,,,
2021,29620,136,26.15,%,Crude Prevalence,482269,124888.211,71220.62712,13914.268,23560.22976,77572.82721,19.26862658,0.01443,43.61138795,6322.455918,78966.485,61682.51894,31716.73146,0.003719091,122613.686,2605.209334,21275.56246,2124.577504,22898.35989,25219.21097,,,,,4405.196934,0.200122466,,,,,,
2022,29620,125,24.75,%,Crude Prevalence,480510,141850.772,65553.336,12281.574,22902.71838,83416.0913,21.34603445,0.01535,45.4636517,6150.102931,96732.086,64640.153,34145.81139,0.003701164,122414.4254,2456.847684,24924.20825,2113.492956,21807.41248,26422.41975,,,,,4405.196934,0.200122466,,,,,,
2011,29740,173,18.79,%,Crude Prevalence,206419,37511.28636,25854.39259,18515.7843,20566.76348,25406.05052,7.637503,0.00015275,33.233459,37568.258,25854.39259,30935.60269,13649.45638,0.00119899,42109.476,1035.191285,48587.31706,0,26146.40667,22018.02667,,,,,1646.415713,0.213104089,,,,,,
2012,29740,147,20.76,%,Crude Prevalence,206419,38258.52314,24808.2611,19712.18882,20425.03139,22865.44547,7.91204027,0.00015275,30.55990907,35654.29172,26302.73466,31832.28683,13755.61767,0.00119899,42109.476,1039.319665,41131.46278,894.7654113,26146.40667,22706.09,,,,,1646.415713,0.213104089,,,,,,
2011,29820,380,14.52,%,Crude Prevalence,1902834,364621.0511,323951.78,73565.46527,167148.7442,262246.679,0,0.002797166,296.842104,281619.432,351999.5532,256637.1244,158224.4528,0.012414896,43765.182,7906.27527,274521.8612,16449.99993,228340.08,234682.86,,0.078431373,,1951269,51449.41515,0.218764017,,,,,,
2012,29820,341,15.44,%,Crude Prevalence,1902834,367425.8284,315537.4481,111098.8659,173132.2772,262246.679,172.9105256,0.002797166,288.9421701,285377.1944,356206.7191,253832.3471,151094.5338,0.012414896,43765.182,8340.121422,334461.1322,16088.6744,234682.86,234682.86,,,,,51449.41515,0.218764017,,,,,,
2011,29940,138,16.64,%,Crude Prevalence,116383,25416.41784,16434.6762,2708.23241,5728.953175,20352.24436,2.793192,0.000131513,11.172768,3724.256,19396.73993,10510.54873,6059.015363,0.000841797,14780.641,449.354763,17020.78098,0,11638.3,10862.41333,,,,,22195.00086,0.233333333,,,,,,
2011,30300,109,27.77,%,Crude Prevalence,60643,14222.33897,10010.25103,2538.246792,4372.042992,8455.971456,1.576718,8.05E-05,11.666597,698.978,11233.81099,8044.138944,4630.795595,0.000492882,8005.127,177.779988,5034.522192,100.182236,4364.346667,3573.228333,,,,,71832.17154,0.238646775,,,,,,
2022,30300,115,24.58,%,Crude Prevalence,63575,16273.664,9048.967,1943.859,2734.096602,9220.6154,2.251398824,0.00211,8.527706664,275.1127647,11889.733,8825.434,5095.962413,0.000464282,9329.213052,181.653525,4617.01218,107.1301931,4623.188668,5065.567187,,,,,71832.17154,0.238646775,,,,,,
2011,30340,203,25.64,%,Crude Prevalence,106539,25345.6281,17866.5903,4242.38298,8250.38016,15373.5777,0,0.000378213,14.063148,4687.716,21523.00878,11717.15922,7849.79352,0.000995124,45385.614,326.968191,6733.2648,152.670387,13494.94,13139.81,,,,,529.5946207,0.2,,,,,,
2012,30340,191,28.35,%,Crude Prevalence,106539,26758.33524,16370.78274,4781.47032,8312.736479,13960.87056,0,0.000378213,12.68957944,3731.364533,22437.1134,11550.95838,7616.110877,0.000995124,45385.614,342.949041,10167.22985,158.0382065,13494.94,12784.68,,,,,529.5946207,0.2,,,,,,
2011,30460,91,16.57,%,Crude Prevalence,470849,107754.8766,78889.49177,19508.12456,33018.25981,39684.19679,22.406172,0.00277001,68.540939,18273.118,100186.234,56097.45887,35117.75442,0.006229998,77576.111,1599.479851,69205.0894,0,9908.74,9552.827222,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2012,30460,110,20.78,%,Crude Prevalence,470849,113159.2969,69035.8078,24249.05592,35039.87691,38353.19408,25.31755073,0.00277001,69.84271414,19137.55872,97687.77763,54043.76218,34248.57605,0.006229998,77576.111,1845.870403,59520.42385,2375.306061,10067.00111,9558.015,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2013,30460,117,17.53,%,Crude Prevalence,479244,115480.458,67676.45001,23287.388,35630.36165,39295.157,24.54755378,0.003924302,65.97931845,10639.64091,99669.221,56254.45547,33688.49952,0.004438717,65310.92549,2143.572247,69542.459,2271.434584,10511.34278,10924.286,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2014,30460,141,22.66,%,Crude Prevalence,485023,113401.818,72025.041,21921.54,36698.06928,40936.67664,24.83888409,0,66.69513791,10985.93843,96544.964,54645.60444,34077.27932,0.004687657,65985.90352,1950.912775,67405.28343,2154.021482,10949.14222,10819.02733,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2017,30460,84,16.52,%,Crude Prevalence,500535,111254.343,78265.18246,24470.395,38595.48053,66929.60971,25.5012842,0.01036,57.14686491,11179.32365,90158.945,69221.61797,36452.64607,0.005063105,68268.42966,2279.406778,41083.54495,1478.131493,11467.44809,10661.63279,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2018,30460,108,23.05,%,Crude Prevalence,506751,115649.483,75189.08399,23803.695,40185.19083,72270.65077,29.50361156,0.01139,59.30469478,11084.07941,90103.486,71982.77294,38547.20585,0.005111925,69094.52397,2371.93822,28710.82481,1497.44774,12028.67888,11424.6109,,,,,6545.74786,0.300713504,14266.81142,9214.526965,3893.254736,693.3976153,49.11878767,4.089222808
2011,30700,560,17.87,%,Crude Prevalence,298012,60388.58449,43715.32415,7594.888639,15901.18606,44398.82418,5.347735,0.00159072,34.217875,11393.088,46580.20113,22476.25752,15776.94748,0.00250915,36947.184,1018.827305,29578.78607,0,14763.25833,12776.51167,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2012,30700,320,18.57,%,Crude Prevalence,298012,63387.57341,42604.70732,11694.7723,16676.84266,46504.25668,5.26885216,0.00159072,31.53920175,11913.45576,46437.20071,21850.39114,15514.08127,0.00250915,36947.184,1154.262672,29317.12767,1382.201304,14321.50833,13273.19833,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2013,30700,352,17.38,%,Crude Prevalence,306503,65191.705,43285.675,12150.475,18501.10343,48326.868,4.922181953,0.001650452,24.54182353,5883.265678,47754.16,23159.313,15053.44644,0.002216262,34003.18026,970.67298,28976.15,1303.026869,14247.79667,14136.44333,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2014,30700,363,19.2,%,Crude Prevalence,310342,64107.511,43211.86,10672.812,18618.48529,47235.504,4.983833084,0,24.84976959,6726.607521,48686.83,23850.166,15242.12461,0.002247805,34440.95697,1321.140538,29090.64041,1193.860169,14397.95167,14858.73833,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2015,30700,314,17.56,%,Crude Prevalence,314125,63834.231,43674.663,11849.075,19765.55957,47736.741,5.968375,0.00907,23.0418122,6932.859416,46002.315,24105.597,15952.81003,0.002206603,34833.45134,1297.796695,30071.52428,1158.817251,14573.72167,15040.3,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2016,30700,274,18.19,%,Crude Prevalence,318945,64434.903,39638.525,11490.682,20709.61467,57051.031,6.059955,0.00943,22.80700577,7988.321395,47430.729,24190.466,15990.66743,0.002254198,35263.05069,1401.775107,30881.80189,1177.292215,14798.35,15804.33333,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2017,30700,309,20.71,%,Crude Prevalence,323578,65236.01,37541.2891,10227.819,21488.89865,56637.72454,5.824404,0.00988,23.58522888,7759.242374,43503.513,24363.14598,16481.48785,0.002323498,35624.56645,1525.800078,25133.60524,1062.346453,14875.91678,16144.6977,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2018,30700,281,18.69,%,Crude Prevalence,326921,68817.844,36028.31134,9555.22,20948.42317,62176.80827,7.060759281,0.01072,24.44267887,7489.502734,45431.618,27906.68291,17123.29122,0.002293452,35991.17285,1616.211496,20143.94927,1073.329857,15173.94974,16850.29213,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2019,30700,317,16.73,%,Crude Prevalence,331519,70797.66,36568.80635,8617.18,21440.58809,63119.52605,6.63038,0.01147,23.7120722,7079.727163,43528.276,28324.06326,17304.63665,0.002251388,36306.53297,1744.296123,22932.26512,1034.387508,15386.92112,17087.92138,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2020,30700,327,19.36,%,Crude Prevalence,334590,74400.34,33369.11095,9507.448,21138.32032,64442.79626,6.097745158,0.01209,23.05653737,6804.078952,45889.13,34917.56199,18104.53185,0.002240566,36641.82895,1840.853726,21123.1267,1043.974779,17455.55372,18159.30564,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2021,30700,314,18.52,%,Crude Prevalence,336374,78081.108,42648.18573,7908.696001,15722.80591,65726.76112,5.902235627,0.0125,25.41815179,6853.957841,45699.333,32586.09036,18403.98214,0.002342659,36771.34088,1759.877026,20267.66918,1049.881389,17644.42548,21402.06395,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2022,30700,138,17.58,%,Crude Prevalence,337836,89857.693,37924.524,6813.275001,15186.77405,61642.99448,6.789835881,0.01298,27.46245772,7181.847491,57298.358,34796.923,19165.0466,0.002420832,36840.9152,1836.558294,20037.52056,1054.910782,17431.07533,20426.62239,,,,,7997.452731,0.217807697,58700.95202,63150.92091,8781.736101,1983.884554,273.0163751,21.71372153
2011,30780,218,23.52,%,Crude Prevalence,685488,150269.3046,108899.5722,36238.63282,58982.44948,72619.47279,76.203549,0.001363989,145.65193,15892.331,141174.3904,82300.59238,64123.23999,0.00769055,211588.571,4143.163032,91878.50905,0,13949.94389,13295.33444,,0.1875,,699757,20981.54628,0.371822899,,,,,,
2012,30780,270,22.63,%,Crude Prevalence,685488,166508.1475,107831.6276,36742.29871,61647.76312,71799.47853,86.69839421,0.001363989,142.3769538,18381.9266,148040.0542,83965.90652,64112.81967,0.00769055,211588.571,3912.662185,88936.94772,5337.001822,14114.04722,13548.89222,,,,,20981.54628,0.371822899,,,,,,
2013,30780,252,22.73,%,Crude Prevalence,709901,173640.17,110784.1544,35513.839,63656.32078,80075.313,76.02593627,0.003487192,137.3552378,9997.035205,154237.831,88361.47275,61555.12918,0.005097616,187098.8827,4073.655827,100553.728,5259.254771,14177.77722,14482.48889,,,,,20981.54628,0.371822899,,,,,,
2014,30780,259,23.93,%,Crude Prevalence,717666,174935.47,111136.724,39535.254,64540.40931,80667.58638,76.63709194,0,138.7768013,9127.999891,159807.899,89902.57,62184.28733,0.005359306,189334.4444,4065.957089,100694.7403,5353.700336,14115.44889,14296.94389,,,,,20981.54628,0.371822899,,,,,,
2015,30780,226,22.77,%,Crude Prevalence,724385,177527.297,112151.156,38864.207,65405.21866,81318.57303,78.91488204,0.01513,126.0036286,8557.367454,152329.647,90711.107,62022.385,0.005441185,191325.8387,4228.256822,94744.89661,5140.063053,14251.03056,14437.27889,,,,,20981.54628,0.371822899,,,,,,
2016,30780,236,23,%,Crude Prevalence,729135,174480.869,112293.314,35372.346,64722.90313,87755.321,74.11880787,0.0162,121.2761713,8212.374472,160180.792,97515.373,63251.94925,0.005537955,192789.9798,4191.133533,95505.1829,5164.948549,16204.50444,15475.44889,,,,,20981.54628,0.371822899,,,,,,
2017,30780,228,23.26,%,Crude Prevalence,731612,182310.87,102788.7969,39293.595,64504.1138,86076.89873,68.96183402,0.017625466,116.5237768,8016.13589,155889.315,106953.656,65288.27237,0.005570606,193670.6657,4475.116954,68310.32104,4978.177349,16436.51655,16303.69545,,,,,20981.54628,0.371822899,,,,,,
2018,30780,197,23.86,%,Crude Prevalence,734622,186573.052,103301.1454,35931.299,63736.28535,89360.19974,72.11385634,0.018545786,116.8104563,8418.934693,167707.885,106252.6119,65592.21074,0.005665922,194642.9605,4643.407557,51134.48573,4991.705768,17676.07299,18513.79441,,,,,20981.54628,0.371822899,,,,,,
2019,30780,231,25,%,Crude Prevalence,738344,194397.635,104006.5304,29943.972,64311.84841,89961.43945,77.39243024,0.019716327,114.5612037,9179.948136,160766.95,106978.7729,66249.3252,0.005859408,196085.4544,4858.240708,43245.31403,5389.670462,17766.3712,18607.46081,,,,,20981.54628,0.371822899,,,,,,
2020,30780,205,21.33,%,Crude Prevalence,741104,193313.213,104182.2793,36508.153,64911.00024,91544.90966,76.98855442,0.020912107,114.1839461,9441.194318,168972.957,106942.6363,67077.96874,0.005881205,197495.3444,5065.713605,42197.22723,5390.367821,16628.82567,17097.26962,,,,,20981.54628,0.371822899,,,,,,
2021,30780,216,21.83,%,Crude Prevalence,742384,196326.048,113400.4842,30753.471,53781.01929,99989.57727,77.81621646,0.022050538,116.2840514,8995.87535,156757.294,122302.878,67086.76082,0.006101571,198238.6595,4958.780955,44324.90034,5389.68443,18932.18395,19398.61876,,,,,20981.54628,0.371822899,,,,,,
2022,30780,257,25.84,%,Crude Prevalence,746564,202293.478,111960.45,31040.538,52132.66822,91918.73522,84.6271604,0.023860049,119.372704,8378.654403,172106.09,120656.209,70762.84606,0.006186107,199561.3097,4777.633789,50585.64064,5411.589441,19039.23692,21853.47178,,,,,20981.54628,0.371822899,,,,,,
2011,30860,96,15.56,%,Crude Prevalence,127945,21152.85098,5156.035028,4380.443424,4947.971964,4439.919172,1.226376,0.000782677,15.310273,5886.655,15882.05921,9625.903668,5379.990801,0.000658966,27969.826,147.325022,17902.61609,0,6673.871667,5842.031667,,,,,1365.134977,0.14118278,,,,,,
2012,30860,95,17.3,%,Crude Prevalence,127945,21076.34648,4690.782048,6465.331068,5296.91765,4755.722112,0,0.000782677,15.5462739,5808.491062,15464.84343,9886.8488,5529.908239,0.000658966,27969.826,134.035656,14344.68333,96.97896675,6865.986667,5820.905,,,,,1365.134977,0.14118278,,,,,,
2013,30860,125,20.91,%,Crude Prevalence,127549,20965.832,4800.524,6693.574001,5553.649293,5446.392,0,0.000461465,13.31532682,2561.074929,15386.145,9742.073,5266.894485,0.000546229,26498.85859,175.94103,15514.86,89.51497606,6632.865,5698.456667,,,,,1365.134977,0.14118278,,,,,,
2014,30860,125,19.2,%,Crude Prevalence,128306,21129.696,4478.664,6111.144001,5746.803154,5533.548,0,0,13.38178894,2889.741962,15243.102,9940.884,5297.947024,0.00054338,26585.29229,221.48901,15844.15739,78.29064337,6757.003333,5644.423333,,,,,1365.134977,0.14118278,,,,,,
2015,30860,115,20.16,%,Crude Prevalence,129763,20393.016,4514.062,5908.947001,6098.583998,5576.667,0,0.00155,10.61603723,2973.517987,14109.254,10018.664,5486.540255,0.000536104,26848.20169,210.502367,14687.01594,69.58761027,6832.961667,5706.718333,,,,,1365.134977,0.14118278,,,,,,
